rownames,JOURNAL,departement,item_year,item_day,item_month,ref_doc,item_account,amount,details,company,project,nature
15697,AIN,EPIS,2020,20,11,47,62831200,2.57,INPP_I.KAVUNGA KITSA _GARDIEN_se,MSFF,823729,T66130
15698,AIN,EPIS,2020,20,11,47,62831200,0.58,ONEM_V.CASINGA ZAGABE _GARDIEN_s,MSFF,823729,T66130
15699,AIN,EPIS,2020,20,11,47,62831200,0.52,ONEM_I.KAVUNGA KITSA _GARDIEN_se,MSFF,823729,T66130
15700,AIN,EPIS,2020,20,11,47,62831200,3.12,INPP_C.BAHATI  KABUO_AGENT DENTR,MSFF,823729,T66130
15701,AIN,EPIS,2020,20,11,47,62831200,7.56,INPP_C.AMANI MIGAMBI_SUPERVISEUR,MSFF,823729,T66130
15702,AIN,EPIS,2020,20,11,47,62831200,1.51,ONEM_C.AMANI MIGAMBI_SUPERVISEUR,MSFF,823729,T66130
15703,AIN,EPIS,2020,20,11,47,62831200,7.74,INPP_I.MUGISHO BANYWESIZE_SPeCIA,MSFF,823729,T66130
15704,AIN,EPIS,2020,20,11,47,62831200,1.55,ONEM_I.MUGISHO BANYWESIZE_SPeCIA,MSFF,823729,T66130
15705,AIN,EPIS,2020,20,11,47,62831200,10.36,INPP_J.BAHATI AKONKWA _RESPONSAB,MSFF,823729,T66130
15706,AIN,EPIS,2020,20,11,47,62831200,2.07,ONEM_J.BAHATI AKONKWA _RESPONSAB,MSFF,823729,T66130
15707,AIN,EPIS,2020,20,11,47,62831200,5.33,INPP_F.LUKOKI  KABASELE_CHARGe D,MSFF,823729,T66130
15708,AIN,EPIS,2020,20,11,47,62831200,1.07,ONEM_F.LUKOKI  KABASELE_CHARGe D,MSFF,823729,T66130
15709,AIN,EPIS,2020,20,11,47,62831200,0.63,ONEM_C.BAHATI  KABUO_AGENT DENTR,MSFF,823729,T66130
15710,AIN,EPIS,2020,20,11,47,62831200,0.85,ONEM_P.KABUYAYA KATEMBO_CHAUFFEU,MSFF,823729,T66130
15711,AIN,EPIS,2020,20,11,47,62831200,2.5,INPP_R.LUANDA MUSANGANYA_GARDIEN,MSFF,823729,T66130
15712,AIN,EPIS,2020,20,11,47,62831200,0.5,ONEM_R.LUANDA MUSANGANYA_GARDIEN,MSFF,823729,T66130
15713,OGE,EPIS,2020,30,11,251,61200000,-1540,TEKO Menssah 30112020,,80S534,6120
15714,OGE,EPIS,2020,30,11,251,61239000,-188.13,TEKO Menssah 30112020,,80S534,6123
15715,OGE,EPIS,2020,30,11,251,61239000,-37.73,TEKO Menssah 30112020,,80S534,6123
15716,OGE,EPIS,2020,30,11,251,61200000,-3782,TEMFACK Elvis 30112020,,80S445,6120
15717,OGE,EPIS,2020,30,11,251,61239000,-92.65,TEMFACK Elvis 30112020,,80S445,6123
15718,OGE,EPIS,2020,30,11,251,61239000,-213.88,TEMFACK Elvis 30112020,,80S445,6123
15719,OGE,EPIS,2020,30,11,251,61200000,-2260.62,TOURE Oumar 30112020,,80S493,6120
15720,OGE,EPIS,2020,30,11,251,61239000,-200.5,TOURE Oumar 30112020,,80S493,6123
15721,OGE,EPIS,2020,30,11,251,61239000,-55.37,TOURE Oumar 30112020,,80S493,6123
15722,OGE,EPIS,2020,30,11,251,61334000,-180.61,YUYA SEPTOH Françis Jau 30112020,,80S523,6133
15723,OGE,EPIS,2020,30,11,251,61309000,-1134,YUYA SEPTOH Françis Jau 30112020,,80S523,6130
15724,AIN,EPIS,2020,20,11,47,63730000,37.2,11 BIDONS_EAU MINERALE LA VIE DE,MSFF,823729,T61220
15725,AIN,EPIS,2020,20,11,47,63730000,94.69,28 BIDONS_EAU MINERALE LA VIE DE,MSFF,823729,T61220
15726,AIN,EPIS,2020,20,11,47,63730000,111.77,PANNEAUX AFFICHAGE  SOMMIER ET L,MSFF,823729,T61220
15727,AIN,EPIS,2020,20,11,47,63730000,77.78,04 RECHARGES GAZ DE 12KGS DAP EN,MSFF,823729,T61220
15728,AIN,EPIS,2020,20,11,47,63730000,38.05,01 ALCOOL SURGIZ_CHOFANT_REPARAT,MSFF,823729,T61220
15729,AIN,EPIS,2020,20,11,47,61110000,2536.35,J&J MSN_LOYER SEPTEMBRE>NOVEMBRE,MSFF,823729,T65000
15730,AIN,EPIS,2020,20,11,47,61120000,5.92,MSN_BATTERIE 12V/7Ah BOUTIQUE GR,MSFF,823729,T65110
15731,AIN,EPIS,2020,20,11,47,61000000,523.42,PDIEM_M.ROCYATH_INTERNAL MONITOR,MSFF,823729,T66220
15732,AIN,EPIS,2020,20,11,47,61000000,523.42,PDIEM_S.ABOUBACAR_COORDO  MONITO,MSFF,823729,T66220
15733,AIN,EPIS,2020,20,11,47,61000000,523.42,PDIEM_T.OUMAR_INTERNAL  MONITORI,MSFF,823729,T66220
15734,AIN,EPIS,2020,20,11,47,61000000,523.42,PDIEM_M.MICHAEL GABRIEL_RESPO LO,MSFF,823729,T66220
15735,AIN,EPIS,2020,20,11,47,61000000,523.42,PDIEM_A.SOULEYMANE_ADMIN PROJET,MSFF,823729,T66220
15736,AIN,EPIS,2020,20,11,47,61000000,122.13,PDIEM_JB.KOUAO_COORDO FIN RH,MSFF,823729,T66220
15737,AIN,EPIS,2020,20,11,47,61000000,507.27,PDIEM_M.ROCKYATH_INTERNAL MONITO,MSFF,823729,T66220
15738,AIN,EPIS,2020,20,11,47,61000000,507.27,PDIEM_S.ABOUBACAR_COORDO  MONITO,MSFF,823729,T66220
15739,AIN,EPIS,2020,20,11,47,61000000,507.27,PDIEM_T.OUMAR_INTERNAL MONITORIN,MSFF,823729,T66220
15740,AIN,EPIS,2020,20,11,47,61000000,507.27,PDIEM_JB.BILE KOUAO_COFIRH,MSFF,823729,T66220
15741,AIN,EPIS,2020,20,11,47,62831200,3.75,INPP_N.NIYONSENGA NTAMUHANGA_CHA,MSFF,823729,T66130
15742,AIN,EPIS,2020,20,11,47,62831200,0.75,ONEM_N.NIYONSENGA NTAMUHANGA_CHA,MSFF,823729,T66130
15743,AIN,EPIS,2020,20,11,47,62831200,3.82,INPP_D.LUMANDE  BINAMWISHO_CHAUF,MSFF,823729,T66130
15744,AIN,EPIS,2020,20,11,47,62831200,0.76,ONEM_D.LUMANDE  BINAMWISHO_CHAUF,MSFF,823729,T66130
15745,AIN,EPIS,2020,20,11,47,62831200,3.74,INPP_F.KAMBALE MUGHANDA_CHAUFFEU,MSFF,823729,T66130
15746,AIN,EPIS,2020,20,11,47,62831200,0.74,ONEM_F.KAMBALE MUGHANDA_CHAUFFEU,MSFF,823729,T66130
15747,AIN,EPIS,2020,20,11,47,62831200,4.35,INPP_M.SADIKI MUVUNGA _CHAUFFEUR,MSFF,823729,T66130
15748,AIN,EPIS,2020,20,11,47,62831200,0.87,ONEM_M.SADIKI MUVUNGA _CHAUFFEUR,MSFF,823729,T66130
15749,AIN,EPIS,2020,20,11,47,62831200,2.6,INPP_T.MUMBERE OKELO_GARDIEN_sep,MSFF,823729,T66130
15750,AIN,EPIS,2020,20,11,47,62831200,0.52,ONEM_T.MUMBERE OKELO_GARDIEN_sep,MSFF,823729,T66130
15751,AIN,EPIS,2020,20,11,47,62831200,2.31,INPP_F.MUGISHO CIRHAGAGA_GARDIEN,MSFF,823729,T66130
15752,AIN,EPIS,2020,20,11,47,62831200,0.46,ONEM_F.MUGISHO CIRHAGAGA_GARDIEN,MSFF,823729,T66130
15753,AIN,EPIS,2020,20,11,47,62831200,2.87,INPP_G.KABIONA MUHIGIRWA_GARDIEN,MSFF,823729,T66130
15754,AIN,EPIS,2020,20,11,47,62831200,2.57,INPP_C.BYAMANA RWANZE_GARDIEN_se,MSFF,823729,T66130
15755,AIN,EPIS,2020,20,11,47,62831200,3.42,INPP_Y.ARSENE_OPeRATEUR DE SAISI,MSFF,823729,T66130
15756,AIN,EPIS,2020,20,11,47,62831200,0.68,ONEM_Y.ARSENE_OPeRATEUR DE SAISI,MSFF,823729,T66130
15757,AIN,EPIS,2020,20,11,47,62831200,3.86,INPP_F.MBISSO SIYANGOLI_CHAUFFEU,MSFF,823729,T66130
15758,AIN,EPIS,2020,20,11,47,62831200,0.77,ONEM_F.MBISSO SIYANGOLI_CHAUFFEU,MSFF,823729,T66130
15759,AIN,EPIS,2020,20,11,47,62831100,55.96,INSS_QPP_D.LUMANDE  BINAMWISHO_C,MSFF,823729,T66100
15760,AIN,EPIS,2020,20,11,47,62831100,51.82,INSS_QPP_L.SADIKI KAHAMIRE _CHAU,MSFF,823729,T66100
15761,AIN,EPIS,2020,20,11,47,62831100,255.02,INSS_QPP_L.BAKULU  BWENGE_COORDI,MSFF,823729,T66100
15762,AIN,EPIS,2020,20,11,47,62831100,431.72,INSS_QPP_L.KALYONGO SHAMAMBA _CO,MSFF,823729,T66100
15763,AIN,EPIS,2020,20,11,47,62831100,83.8,INSS_QPP_C.AMANI MIGAMBI_SUPERVI,MSFF,823729,T66100
15764,AIN,EPIS,2020,20,11,47,62831100,77.54,INSS_QPP_R.KANAGARHO FIKIRI_MAGA,MSFF,823729,T66100
15765,AIN,EPIS,2020,20,11,47,62831100,36.15,INSS_QPP_P.MOPIPI BWANDEKE _GARD,MSFF,823729,T66100
15766,AIN,EPIS,2020,20,11,47,62831100,35.12,INSS_QPP_S.BALANGALIZA CHUMA_GAR,MSFF,823729,T66100
15767,AIN,EPIS,2020,20,11,47,62831100,36.88,INSS_QPP_T.BUZIMA HAMULI_GARDIEN,MSFF,823729,T66100
15768,AIN,EPIS,2020,20,11,47,62831100,46.49,INSS_QPP_R.MUBIEY NTELE  _OPeRAT,MSFF,823729,T66100
15769,AIN,EPIS,2020,20,11,47,62831100,43.29,INSS_QPP_A.BAHATI MONIA MWAMINI_,MSFF,823729,T66100
15770,AIN,EPIS,2020,20,11,47,62831100,36.1,INSS_QPP_R.LUANDA MUSANGANYA_GAR,MSFF,823729,T66100
15771,AIN,EPIS,2020,20,11,47,62831100,52.61,INSS_QPP_N.NIYONSENGA NTAMUHANGA,MSFF,823729,T66100
15772,AIN,EPIS,2020,20,11,47,61000000,507.27,PDIEM_M.MUDIMBI_RESPONSABLE LOG,MSFF,823729,T66220
15773,AIN,EPIS,2020,20,11,47,61000000,507.27,PDIEM_S.ABDOU_ADMIN PROJET,MSFF,823729,T66220
15774,AIN,EPIS,2020,20,11,47,62831200,3.69,INPP_D.ZIRHUMANANA FUNDI NTAKWIN,MSFF,823729,T66130
15775,AIN,EPIS,2020,20,11,47,62831200,0.74,ONEM_D.ZIRHUMANANA FUNDI NTAKWIN,MSFF,823729,T66130
15776,AIN,EPIS,2020,20,11,47,62831200,0.57,ONEM_G.KABIONA MUHIGIRWA_GARDIEN,MSFF,823729,T66130
15777,AIN,EPIS,2020,20,11,47,62831200,4.11,INPP_E.MAYANI MUHIMA_CHAUFFEUR_s,MSFF,823729,T66130
15778,AIN,EPIS,2020,20,11,47,62831200,0.82,ONEM_E.MAYANI MUHIMA_CHAUFFEUR_s,MSFF,823729,T66130
15779,AIN,EPIS,2020,20,11,47,62831200,4.57,INPP_H.MUHIIRWA LUBAO _CHAUFFEUR,MSFF,823729,T66130
15780,AIN,EPIS,2020,20,11,47,62831200,0.91,ONEM_H.MUHIIRWA LUBAO _CHAUFFEUR,MSFF,823729,T66130
15781,AIN,EPIS,2020,20,11,47,62831200,4.46,INPP_F.MUSHAGALUSA KAHASHA_CHAUF,MSFF,823729,T66130
15782,AIN,EPIS,2020,20,11,47,62831200,0.9,ONEM_F.MUSHAGALUSA KAHASHA_CHAUF,MSFF,823729,T66130
15783,AIN,EPIS,2020,20,11,47,62831200,6.84,INPP_T.WALUKONGA FWAMBA_CHAUFFEU,MSFF,823729,T66130
15784,AIN,EPIS,2020,20,11,47,62831200,1.37,ONEM_T.WALUKONGA FWAMBA_CHAUFFEU,MSFF,823729,T66130
15785,AIN,EPIS,2020,20,11,47,62831200,4.26,INPP_P.KABUYAYA KATEMBO_CHAUFFEU,MSFF,823729,T66130
15786,AIN,EPIS,2020,20,11,47,62831200,1.88,INPP_F.MUDEKUZA KARAZO_CHAUFFEUR,MSFF,823729,T66130
15787,AIN,EPIS,2020,20,11,47,62831200,0.37,ONEM_F.MUDEKUZA KARAZO_CHAUFFEUR,MSFF,823729,T66130
15788,AIN,EPIS,2020,20,11,47,62831200,1.74,INPP_C.KAMANA  NGABO_CHAUFFEUR_s,MSFF,823729,T66130
15789,AIN,EPIS,2020,20,11,47,62831200,0.35,ONEM_C.KAMANA  NGABO_CHAUFFEUR_s,MSFF,823729,T66130
15790,AIN,EPIS,2020,20,11,47,62831200,1.82,INPP_D.EKESENI  RUSINA_CHAUFFEUR,MSFF,823729,T66130
15791,AIN,EPIS,2020,20,11,47,62831200,0.36,ONEM_D.EKESENI  RUSINA_CHAUFFEUR,MSFF,823729,T66130
15792,VSE,EPIS,2020,30,9,195,77100000,-2742,Ext MSF BELGIQUE AV 2020-162,BELGIQUE,832129,T77550
15793,AIN,EPIS,2020,20,11,47,62831100,38.52,INSS_QPP_S.KALIKI KAMALA _CUISIN,MSFF,823729,T66100
15794,AIN,EPIS,2020,20,11,47,62831100,38.02,INSS_QPP_F.KALIMU MUANDA A_GARDI,MSFF,823729,T66100
15795,AIN,EPIS,2020,20,11,47,62831100,121.66,INSS_QPP_E.MAPENDO KANINGU_RESPO,MSFF,823729,T66100
15796,AIN,EPIS,2020,20,11,47,62831100,31.37,INSS_QPP_J.BIGIGI MIRINDI_AGENT,MSFF,823729,T66100
15797,AIN,EPIS,2020,20,11,47,62831100,52.88,INSS_QPP_A.KAMBALE MUHATIKANI_CH,MSFF,823729,T66100
15798,AIN,EPIS,2020,20,11,47,62831100,44.52,INSS_QPP_R.MUBIEY NTELE  _OPeRAT,MSFF,823729,T66100
15799,AIN,EPIS,2020,20,11,47,62831100,35.85,INSS_QPP_A.NDOOLE  BASUNGU_GARDI,MSFF,823729,T66100
15800,AIN,EPIS,2020,20,11,47,62831100,96.09,INSS_QPP_O.ZIHINDULA  NYELUBA _A,MSFF,823729,T66100
15801,AIN,EPIS,2020,20,11,47,62831100,418.49,INSS_QPP_L.KALYONGO SHAMAMBA _CO,MSFF,823729,T66100
15802,AIN,EPIS,2020,20,11,47,62831100,25.34,INSS_QPP_P.BASUBI  KATANGA  _CHA,MSFF,823729,T66100
15803,AIN,EPIS,2020,20,11,47,62831100,29.69,INSS_QPP_D.KASEREKA MAYANI_GARDI,MSFF,823729,T66100
15804,AIN,EPIS,2020,20,11,47,62831100,22.94,INSS_QPP_A.KAMBALE BAHWERE_CHAUF,MSFF,823729,T66100
15805,AIN,EPIS,2020,20,11,47,62831100,69.34,INSS_QPP_M.MUKASHEMA  MUHIMA_LOG,MSFF,823729,T66100
15806,AIN,EPIS,2020,20,11,47,62831100,39.08,INSS_QPP_J.BWIRA BANYENE_GARDIEN,MSFF,823729,T66100
15807,AIN,EPIS,2020,20,11,47,62831100,41.88,INSS_QPP_V.SHAMAMBA KUBUYA _GARD,MSFF,823729,T66100
15808,AIN,EPIS,2020,20,11,47,62831100,38.03,INSS_QPP_V.CASINGA ZAGABE _GARDI,MSFF,823729,T66100
15809,AIN,EPIS,2020,20,11,47,62831100,33.41,INSS_QPP_I.KAVUNGA KITSA _GARDIE,MSFF,823729,T66100
15810,AIN,EPIS,2020,20,11,47,62831100,40.51,INSS_QPP_C.BAHATI  KABUO_AGENT D,MSFF,823729,T66100
15811,AIN,EPIS,2020,20,11,47,61000000,270.54,PDIEM_Y.FRANCIS_DATA MANAGER,MSFF,823729,T66220
15812,AIN,EPIS,2020,20,11,47,67410000,50.08,BILE/KOUAO JEAN BA ADDIS ABAB,MSFF,823729,T64100
15813,AIN,EPIS,2020,20,11,47,67410000,22,BILE/KOUAO JEAN BA ADDIS ABAB,MSFF,823729,T64100
15814,AIN,EPIS,2020,20,11,47,67410000,189.89,BILE/KOUAO JEAN BA ET ADDIS A,MSFF,823729,T64100
15815,AIN,EPIS,2020,20,11,47,67410000,5,BILE/KOUAO JEAN BA ADDIS ABAB,MSFF,823729,T64100
15816,AIN,EPIS,2020,20,11,47,67410000,5,BILE/KOUAO JEAN BA ADDIS ABAB,MSFF,823729,T64100
15817,AIN,EPIS,2020,20,11,47,62410000,1067.36,SAL_I.MUGISHO BANYWESIZE_SPeCIAL,MSFF,823729,T66006
15818,AIN,EPIS,2020,20,11,47,62410000,361.49,SAL_F.MUGISHO CIRHAGAGA_GARDIEN_,MSFF,823729,T66006
15819,AIN,EPIS,2020,20,11,47,62410000,434.08,SAL_G.KABIONA MUHIGIRWA_GARDIEN_,MSFF,823729,T66006
15820,AIN,EPIS,2020,20,11,47,62410000,395.61,SAL_C.BYAMANA RWANZE_GARDIEN_sep,MSFF,823729,T66006
15821,AIN,EPIS,2020,20,11,47,62410000,562.48,SAL_F.MBISSO SIYANGOLI_CHAUFFEUR,MSFF,823729,T66006
15822,AIN,EPIS,2020,20,11,47,62410000,541.02,SAL_D.ZIRHUMANANA FUNDI NTAKWIND,MSFF,823729,T66006
15823,AIN,EPIS,2020,20,11,47,62410000,641.62,SAL_F.MUSHAGALUSA KAHASHA_CHAUFF,MSFF,823729,T66006
15824,AIN,EPIS,2020,20,11,47,62410000,588.92,SAL_E.MAYANI MUHIMA_CHAUFFEUR_se,MSFF,823729,T66006
15825,AIN,EPIS,2020,20,11,47,62410000,655.55,SAL_H.MUHIIRWA LUBAO _CHAUFFEUR_,MSFF,823729,T66006
15826,AIN,EPIS,2020,20,11,47,62410000,266.69,SAL_D.EKESENI  RUSINA_CHAUFFEUR_,MSFF,823729,T66006
15827,AIN,EPIS,2020,20,11,47,62410000,951,SAL_T.WALUKONGA FWAMBA_CHAUFFEUR,MSFF,823729,T66006
15828,AIN,EPIS,2020,20,11,47,62831200,1.87,INPP_B.BAHATI  BABIRISHIKI_CHAUF,MSFF,823729,T66130
15829,AIN,EPIS,2020,20,11,47,62831200,0.37,ONEM_B.BAHATI  BABIRISHIKI_CHAUF,MSFF,823729,T66130
15830,AIN,EPIS,2020,20,11,47,62831200,1.85,INPP_A.KAKULE SIVAGHANZANA_CHAUF,MSFF,823729,T66130
15831,AIN,EPIS,2020,20,11,47,62831200,0.37,ONEM_A.KAKULE SIVAGHANZANA_CHAUF,MSFF,823729,T66130
15832,AIN,EPIS,2020,20,11,47,62831200,2.3,INPP_J.BIGIGI MIRINDI_AGENT DENT,MSFF,823729,T66130
15833,AIN,EPIS,2020,20,11,47,62831200,0.46,ONEM_J.BIGIGI MIRINDI_AGENT DENT,MSFF,823729,T66130
15834,AIN,EPIS,2020,20,11,47,62831200,5.42,INPP_M.MASIKA VAKALANIA_TECHNICI,MSFF,823729,T66130
15835,AIN,EPIS,2020,20,11,47,62831200,1.08,ONEM_M.MASIKA VAKALANIA_TECHNICI,MSFF,823729,T66130
15836,AIN,EPIS,2020,20,11,47,62831200,9.81,INPP_J.KIKONGO KAMBALE _RESPONSA,MSFF,823729,T66130
15837,AIN,EPIS,2020,20,11,47,62831200,1.96,ONEM_J.KIKONGO KAMBALE _RESPONSA,MSFF,823729,T66130
15838,AIN,EPIS,2020,20,11,47,62831200,11.95,INPP_L.ZIGASHANE BAGUMA_MeDECIN_,MSFF,823729,T66130
15839,AIN,EPIS,2020,20,11,47,62831200,2.39,ONEM_L.ZIGASHANE BAGUMA_MeDECIN_,MSFF,823729,T66130
15840,AIN,EPIS,2020,20,11,47,62831200,3.6,INPP_M.MPANGIRWA MIRONGWE_OPeRAT,MSFF,823729,T66130
15841,AIN,EPIS,2020,20,11,47,62831200,0.72,ONEM_M.MPANGIRWA MIRONGWE_OPeRAT,MSFF,823729,T66130
15842,AIN,EPIS,2020,20,11,47,62831200,3.64,INPP_L.SADIKI KAHAMIRE _CHAUFFEU,MSFF,823729,T66130
15843,AIN,EPIS,2020,20,11,47,62831200,0.73,ONEM_L.SADIKI KAHAMIRE _CHAUFFEU,MSFF,823729,T66130
15844,AIN,EPIS,2020,20,11,47,62831200,5.74,INPP_R.KANAGARHO FIKIRI_MAGASINI,MSFF,823729,T66130
15845,AIN,EPIS,2020,20,11,47,62831200,1.15,ONEM_R.KANAGARHO FIKIRI_MAGASINI,MSFF,823729,T66130
15846,AIN,EPIS,2020,20,11,47,62831100,98.22,INSS_QPP_C.AMANI MIGAMBI_SUPERVI,MSFF,823729,T66100
15847,AIN,EPIS,2020,20,11,47,62831100,74.61,INSS_QPP_R.KANAGARHO FIKIRI_MAGA,MSFF,823729,T66100
15848,AIN,EPIS,2020,20,11,47,62831100,100.61,INSS_QPP_I.MUGISHO BANYWESIZE_SP,MSFF,823729,T66100
15849,AIN,EPIS,2020,20,11,47,62831100,134.65,INSS_QPP_J.BAHATI AKONKWA _RESPO,MSFF,823729,T66100
15850,AIN,EPIS,2020,20,11,47,62831100,69.27,INSS_QPP_F.LUKOKI  KABASELE_CHAR,MSFF,823729,T66100
15851,AIN,EPIS,2020,20,11,47,62831100,32.55,INSS_QPP_R.LUANDA MUSANGANYA_GAR,MSFF,823729,T66100
15852,AIN,EPIS,2020,20,11,47,62831100,48.74,INSS_QPP_N.NIYONSENGA NTAMUHANGA,MSFF,823729,T66100
15853,AIN,EPIS,2020,20,11,47,62831100,49.7,INSS_QPP_D.LUMANDE  BINAMWISHO_C,MSFF,823729,T66100
15854,AIN,EPIS,2020,20,11,47,62831100,48.55,INSS_QPP_F.KAMBALE MUGHANDA_CHAU,MSFF,823729,T66100
15855,AIN,EPIS,2020,20,11,47,62831100,56.57,INSS_QPP_M.SADIKI MUVUNGA _CHAUF,MSFF,823729,T66100
15856,AIN,EPIS,2020,20,11,47,62831100,33.81,INSS_QPP_T.MUMBERE OKELO_GARDIEN,MSFF,823729,T66100
15857,AIN,EPIS,2020,20,11,47,62831100,29.96,INSS_QPP_F.MUGISHO CIRHAGAGA_GAR,MSFF,823729,T66100
15858,AIN,EPIS,2020,20,11,47,62831100,37.26,INSS_QPP_G.KABIONA MUHIGIRWA_GAR,MSFF,823729,T66100
15859,AIN,EPIS,2020,20,11,47,62831100,33.41,INSS_QPP_C.BYAMANA RWANZE_GARDIE,MSFF,823729,T66100
15860,AIN,EPIS,2020,20,11,47,62831100,50.08,INSS_QPP_F.MBISSO SIYANGOLI_CHAU,MSFF,823729,T66100
15861,AIN,EPIS,2020,20,11,47,62831100,47.97,INSS_QPP_D.ZIRHUMANANA FUNDI NTA,MSFF,823729,T66100
15862,AIN,EPIS,2020,20,11,47,62831100,53.47,INSS_QPP_E.MAYANI MUHIMA_CHAUFFE,MSFF,823729,T66100
15863,AIN,EPIS,2020,20,11,47,62831100,59.39,INSS_QPP_H.MUHIIRWA LUBAO _CHAUF,MSFF,823729,T66100
15864,AIN,EPIS,2020,20,11,47,62410000,615.4,SAL_P.KABUYAYA KATEMBO_CHAUFFEUR,MSFF,823729,T66006
15865,AIN,EPIS,2020,20,11,47,62410000,273.86,SAL_F.MUDEKUZA KARAZO_CHAUFFEUR_,MSFF,823729,T66006
15866,AIN,EPIS,2020,20,11,47,62410000,256.99,SAL_C.KAMANA  NGABO_CHAUFFEUR_se,MSFF,823729,T66006
15867,AIN,EPIS,2020,20,11,47,62410000,273.61,SAL_B.BAHATI  BABIRISHIKI_CHAUFF,MSFF,823729,T66006
15868,AIN,EPIS,2020,20,11,47,62410000,270.18,SAL_A.KAKULE SIVAGHANZANA_CHAUFF,MSFF,823729,T66006
15869,AIN,EPIS,2020,20,11,47,62410000,379.49,SAL_P.MOPIPI BWANDEKE _GARDIEN_s,MSFF,823729,T66006
15870,AIN,EPIS,2020,20,11,47,62410000,364.43,SAL_S.BALANGALIZA CHUMA_GARDIEN_,MSFF,823729,T66006
15871,AIN,EPIS,2020,20,11,47,62410000,368.08,SAL_T.BUZIMA HAMULI_GARDIEN_sept,MSFF,823729,T66006
15872,AIN,EPIS,2020,20,11,47,62410000,404.41,SAL_A.KUMBONYEKI EME MAY_GARDIEN,MSFF,823729,T66006
15873,AIN,EPIS,2020,20,11,47,62410000,400.1,SAL_T.MUMBERE OKELO_GARDIEN_sept,MSFF,823729,T66006
15874,AIN,EPIS,2020,20,11,47,62410000,392.01,SAL_F.KALIMU MUANDA _GARDIEN_sep,MSFF,823729,T66006
15875,AIN,EPIS,2020,20,11,47,67400000,8.45,GO PASS_F.LUKOKI_LOG APPROV KIN>,MSFF,823729,T64110
15876,AIN,EPIS,2020,20,11,47,67310000,50,LOGFRET 20/307/FR/CD192,MSFF,823729,T64010
15877,AIN,EPIS,2020,20,11,47,67310000,12.68,SCOTCH SUR LE COURRIER AVANT SON,MSFF,823729,T64010
15878,AIN,EPIS,2020,20,11,47,67310000,4.23,BAGAGISTE DE COURRIER A EXPEDIER,MSFF,823729,T64010
15879,AIN,EPIS,2020,20,11,47,64600000,504.73,145 GEL ANTIBACTERIEN ET MASQUE,MSFF,823729,T60210
15880,AIN,EPIS,2020,20,11,47,64600000,5047.35,18 PARAVENTS MEDICAUX  06 BALANC,MSFF,823729,T60210
15881,AIN,EPIS,2020,20,11,47,62831200,2.44,INPP_P.MOPIPI BWANDEKE _GARDIEN_,MSFF,823729,T66130
15882,AIN,EPIS,2020,20,11,47,62831200,0.49,ONEM_P.MOPIPI BWANDEKE _GARDIEN_,MSFF,823729,T66130
15883,AIN,EPIS,2020,20,11,47,62831200,2.32,INPP_S.BALANGALIZA CHUMA_GARDIEN,MSFF,823729,T66130
15884,AIN,EPIS,2020,20,11,47,62831200,0.46,ONEM_S.BALANGALIZA CHUMA_GARDIEN,MSFF,823729,T66130
15885,AIN,EPIS,2020,20,11,47,62831200,2.48,INPP_S.CIRUSHA MULUMEODERHWA_AGE,MSFF,823729,T66130
15886,AIN,EPIS,2020,20,11,47,62831200,0.5,ONEM_S.CIRUSHA MULUMEODERHWA_AGE,MSFF,823729,T66130
15887,AIN,EPIS,2020,20,11,47,62831200,2.64,INPP_A.KUMBONYEKI EME MAY_GARDIE,MSFF,823729,T66130
15888,AIN,EPIS,2020,20,11,47,62831200,0.52,ONEM_A.KUMBONYEKI EME MAY_GARDIE,MSFF,823729,T66130
15889,AIN,EPIS,2020,20,11,47,62831200,2.36,INPP_T.BUZIMA HAMULI_GARDIEN_sep,MSFF,823729,T66130
15890,AIN,EPIS,2020,20,11,47,62831200,0.47,ONEM_T.BUZIMA HAMULI_GARDIEN_sep,MSFF,823729,T66130
15891,AIN,EPIS,2020,20,11,47,62831200,3.19,INPP_A.BAHATI MONIA MWAMINI_CUIS,MSFF,823729,T66130
15892,AIN,EPIS,2020,20,11,47,62831200,0.63,ONEM_A.BAHATI MONIA MWAMINI_CUIS,MSFF,823729,T66130
15893,AIN,EPIS,2020,20,11,47,62831200,2.83,INPP_S.KALIKI KAMALA _CUISINIER_,MSFF,823729,T66130
15894,AIN,EPIS,2020,20,11,47,62831200,0.57,ONEM_S.KALIKI KAMALA _CUISINIER_,MSFF,823729,T66130
15895,AIN,EPIS,2020,20,11,47,62831200,2.54,INPP_F.KALIMU MUANDA _GARDIEN_se,MSFF,823729,T66130
15896,AIN,EPIS,2020,20,11,47,62831200,0.51,ONEM_F.KALIMU MUANDA _GARDIEN_se,MSFF,823729,T66130
15897,AIN,EPIS,2020,20,11,47,62831200,12.36,INPP_E.MAPENDO KANINGU_RESPONSAB,MSFF,823729,T66130
15898,AIN,EPIS,2020,20,11,47,62831200,2.47,ONEM_E.MAPENDO KANINGU_RESPONSAB,MSFF,823729,T66130
15899,AIN,EPIS,2020,20,11,47,62831100,44.52,INSS_QPP_Y.ARSENE_OPeRATEUR DE S,MSFF,823729,T66100
15900,AIN,EPIS,2020,20,11,47,62831100,57.99,INSS_QPP_F.MUSHAGALUSA KAHASHA_C,MSFF,823729,T66100
15901,AIN,EPIS,2020,20,11,47,62831100,88.91,INSS_QPP_T.WALUKONGA FWAMBA_CHAU,MSFF,823729,T66100
